movieCd,movieNm,openDt,audiAcc,movieNmEn,showTm,nations,genres1,genres2,director,actors1,actors2,actors3,audit,companyCd,companyNm,rating
20153446,너의 결혼식,2018-08-22,2812226,On Your Wedding Day,110,한국,멜로/로맨스,,이석근,박보영,김영광,강기영,12세이상관람가,20186561.0,(주)필름케이,
20153444,럭키,2016-10-13,6969184,LUCK-KEY,112,한국,코미디,,이계벽,정용식,유해진,이준,15세이상관람가,20137896.0,(주)용필름,8.76
20153443,아수라,2016-09-28,2577172,Asura : The City of Madness,132,한국,범죄,액션,김성수,정우성,김현빈,황정민,청소년관람불가,20122737.0,(주)사나이픽처스,6.54
20153385,히트맨: 에이전트 47,2015-09-03,44917,Hitman: Agent 47,98,미국,액션,범죄,알렉산더 바흐,루퍼트 프렌드,재커리 퀸토,한나 웨어,15세이상관람가,20100041.0,이십세기폭스코리아(주),7.75
20153201,트랜스포터: 리퓰드,2015-10-15,158174,The Transporter Refueled,85,프랑스,액션,범죄,카밀 들라마레,에드 스크레인,론 샤바놀,,15세이상관람가,20121879.0,씨네그루(주)다우기술,7.6
20153087,포인트 브레이크,2016-01-07,279450,Point Break,113,미국,범죄,액션,에릭슨 코어,루크 브레이시,에드가 라미레즈,테레사 팔머,15세이상관람가,20100303.0,(주)시네마서비스,8.4
20153083,사우스포,2015-12-03,64836,Southpaw,124,미국,드라마,액션,안톤 후쿠아,제이크 질렌할,레이첼 맥아담스,포레스트 휘테커,15세이상관람가,20121879.0,씨네그루(주)다우기술,8.54
20152963,수어사이드 스쿼드,2016-08-03,1882718,Suicide Squad,122,미국,액션,,데이비드 에이어,윌 스미스,자레드 레토,마고 로비,15세이상관람가,20100043.0,워너브러더스 코리아(주),7.6
20152871,스파이 브릿지,2015-11-05,261428,Bridge of Spies,141,미국,스릴러,드라마,스티븐 스필버그,톰 행크스,마크 라이런스,오스틴 스토웰,12세이상관람가,20100041.0,이십세기폭스코리아(주),8.66
20152870,에스엠타운 더 스테이지,2015-08-13,16763,SMTOWN THE STAGE,107,한국,다큐멘터리,,배성상,,,,전체관람가,20139236.0,(주)에스엠 컬처앤콘텐츠,8.92
20152869,갤로우즈,2015-09-03,87647,The Gallows,80,미국,공포(호러),,트래비스 클러프,캐시디 지포드,파이퍼 브라운,리즈 미슬러,15세이상관람가,20100043.0,워너브러더스 코리아(주),6.25
20152866,아메리칸 울트라,2015-08-27,123541,American Ultra,95,미국,액션,코미디,니마 누리자데,제시 아이젠버그,크리스틴 스튜어트,코니 브리튼,청소년관람불가,20110854.0,(주)씨제이이엔엠,6.78
20152782,"날, 보러와요",2016-04-07,1062288,INSANE,90,한국,미스터리,스릴러,이철하,강예원,이상윤,최진호,청소년관람불가,20130328.0,영화사올(주),8.04
20152781,배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-24,2240135,Batman v Superman: Dawn of Justice,151,미국,액션,어드벤처,잭 스나이더,헨리 카빌,벤 애플렉,에이미 아담스,12세이상관람가,20100043.0,워너브러더스 코리아(주),7.16
20152745,맨 프롬 UNCLE,2015-10-28,78767,The Man From U.N.C.L.E.,116,미국,액션,어드벤처,가이 리치,헨리 카빌,아미 해머,알리시아 비칸데르,12세이상관람가,20100043.0,워너브러더스 코리아(주),8.08
20152371,"당신, 거기 있어줄래요",2016-12-14,1143445,Will You Be There?,110,한국,판타지,드라마,홍지영,김윤석,변요한,채서진,12세이상관람가,20100340.0,(주)수필름,8.8
20152022,인턴,2015-09-24,3602929,The Intern,121,미국,코미디,,낸시 마이어스,앤 해서웨이,로버트 드 니로,르네 루소,12세이상관람가,20100043.0,워너브러더스 코리아(주),9.04
20151964,명탐정 코난 : 화염의 해바라기,2015-08-05,414680,Detective Conan: Sunflowers of Inferno,112,일본,애니메이션,,시즈노 코분,타카야마 미나미,야마자키 와카나,코야마 리키야,전체관람가,20110854.0,(주)씨제이이엔엠,8.55
20151884,런던 해즈 폴른,2016-03-10,728486,London Has Fallen,97,미국,액션,범죄,바박 나자피,제라드 버틀러,아론 에크하트,모건 프리먼,15세이상관람가,20141469.0,플러스엠 엔터테인먼트,8.47
20151803,쿵푸팬더3,2016-01-28,3898675,Kung Fu Panda 3,94,미국,애니메이션,액션,여인영,잭 블랙,안젤리나 졸리,더스틴 호프만,전체관람가,20103156.0,드림웍스 애니메이션,8.78
20151521,셀프/리스,2015-09-10,110077,Self/less,117,미국,SF,액션,타셈 싱,라이언 레이놀즈,벤 킹슬리,매튜 구드,15세이상관람가,20142048.0,(주)이수C&E,7.82
20151481,헝거게임: 더 파이널,2015-11-18,766613,The Hunger Games: Mockingjay - Part 2,136,미국,액션,어드벤처,프란시스 로렌스,제니퍼 로렌스,조쉬 허처슨,리암 헴스워스,15세이상관람가,20104247.0,라이온스 게이트 필름즈,7.87
20151421,에베레스트,2015-09-24,315823,Everest,121,미국,어드벤처,드라마,발타자르 코루마쿠르,제이슨 클락,조슈 브롤린,키이라 나이틀리,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.8
20151383,마션,2015-10-08,4885931,The Martian,142,미국,액션,어드벤처,리들리 스콧,맷 데이먼,제시카 차스테인,제프 다니엘스,12세이상관람가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,8.72
20151230,원라인,2017-03-29,430116,ONE-LINE,131,한국,범죄,,양경모,김찬호,임시완,진구,15세이상관람가,20126335.0,(주)미인픽쳐스,8.67
20151229,더 킹,2017-01-18,5271641,The King,134,한국,범죄,드라마,한재림,조인성,정우성,배성우,15세이상관람가,20141519.0,(주)매그넘나인,8.39
20151228,공조,2017-01-18,7796328,Confidential Assignment,125,한국,액션,,김성훈,이재남,현빈,유해진,15세이상관람가,20100278.0,(주)제이케이필름,7.93
20151227,아빠는 딸,2017-04-12,629652,"Daddy You, Daughter Me",114,한국,코미디,,김형협,윤제문,정소민,이일화,12세이상관람가,20142433.0,영화사김치(주),
20151225,인사이드 아웃,2015-07-09,4941734,Inside Out,101,미국,애니메이션,코미디,피트 닥터,다이안 레인,에이미 포엘러,카일 맥라클란,전체관람가,20060452.0,월트디즈니컴퍼니코리아(주),9.05
20151022,걷기왕,2016-10-20,82266,Queen of Walking,92,한국,드라마,,백승화,심은경,조하민,박주희,12세이상관람가,20100036.0,㈜인디스토리,8.54
20151021,순정,2016-02-24,182958,UNFORGETTABLE,113,한국,드라마,,이은희,도경수,김소현,연준석,12세이상관람가,20100128.0,(주)주피터필름,8.93
20151003,장산범,2017-08-17,1286804,The Mimic,99,한국,미스터리,스릴러,허정,염정아,박혁권,허진,15세이상관람가,20063193.0,(주)드림캡쳐,7.42
20150979,덕혜옹주,2016-08-03,5568719,The Last Princess,126,한국,사극,드라마,허진호,손예진,박해일,윤제문,12세이상관람가,2016841.0,(주)하이브미디어코프,8.72
20150977,좋아해줘,2016-02-17,835704,Like for Likes,122,한국,멜로/로맨스,코미디,박현진,이미연,최지우,김주혁,12세이상관람가,20141613.0,리양필름(주),8.6
20150976,신과함께-죄와 벌,2017-12-20,14414440,Along with the Gods: The Two Worlds,139,한국,판타지,드라마,김용화,하정우,차태현,주지훈,12세이상관람가,20100540.0,리얼라이즈픽쳐스(주),8.73
20150972,굿바이 싱글,2016-06-29,2103766,Familyhood,119,한국,코미디,드라마,김태곤,김혜수,마동석,김현수,15세이상관람가,20155529.0,호두앤유 엔터테인먼트(주),8.42
20150971,해빙,2017-03-01,1197869,Bluebeard,117,한국,스릴러,,이수연,조진웅,신구,김대명,15세이상관람가,20110933.0,위더스필름(주),6.64
20150969,궁합,2018-02-28,1327441,The Princess and the Matchmaker,109,한국,코미디,드라마,홍창표,송영재,심은경,이승기,12세이상관람가,20100128.0,(주)주피터필름,7.49
20150968,국가대표 2,2016-08-10,694288,RUN OFF,125,한국,드라마,,김종현,수애,오달수,오연서,12세이상관람가,20100158.0,케이엠컬쳐㈜,8.79
20150966,사랑하기 때문에,2017-01-04,329548,BECAUSE I LOVE YOU,110,한국,코미디,멜로/로맨스,주지홍,차태현,김유정,서현진,12세이상관람가,20062097.0,(주)에이디사공육,8.38
20150964,조작된 도시,2017-02-09,2507486,Fabricated City,126,한국,범죄,액션,박광현,지창욱,심은경,안재홍,15세이상관람가,20100781.0,(주)티피에스컴퍼니,8.57
20150903,번개맨,2016-02-11,63833,Bungaeman,72,한국,판타지,가족,조근현,정현진,루나,박중금,전체관람가,20112452.0,(주)드림써치C&C,
20150902,대배우,2016-03-30,165401,THE GREAT ACTOR,108,한국,코미디,,석민우,오달수,구용완,조남희,12세이상관람가,20168769.0,주식회사 영화사다,7.11
20150901,올레,2016-08-25,50358,DETOUR,103,한국,드라마,코미디,채두병,신하균,박희순,오만석,15세이상관람가,20140742.0,(주)어바웃잇,8.38
20150782,인디펜던스 데이 : 리써전스,2016-06-22,1488492,Independence Day: Resurgence,119,미국,액션,어드벤처,롤랜드 에머리히,빌 풀만,리암 헴스워스,제프 골드블럼,12세이상관람가,20100041.0,이십세기폭스코리아(주),7.34
20150752,스누피: 더 피너츠 무비,2015-12-24,117886,The Peanuts Movie,93,미국,애니메이션,어드벤처,스티브 마티노,,,,전체관람가,20100041.0,이십세기폭스코리아(주),7.87
20150741,인시디어스 3,2015-07-09,824816,Insidious: Chapter 3,97,미국,공포(호러),,리 워넬,스테파니 스콧,더못 멀로니,린 샤예,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.39
20150725,극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,129907,AIKATSU! THE MOVIE,88,일본,애니메이션,,키무라 류이치,정혜원,이용신,소연,전체관람가,20110854.0,(주)씨제이이엔엠,8.79
20150622,메이즈 러너: 스코치 트라이얼,2015-09-16,2721287,Maze Runner: The Scorch Trials,131,미국,액션,SF,웨스 볼,딜런 오브라이언,토마스 생스터,카야 스코델라리오,12세이상관람가,20100041.0,이십세기폭스코리아(주),8.36
20150567,스타트렉 비욘드,2016-08-17,1127332,Star Trek Beyond,122,미국,액션,SF,저스틴 린,크리스 파인,사이먼 페그,조 샐다나,12세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,8.47
20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,109815,THE TAYO MOVIE MISSION : ACE,48,한국,애니메이션,,류정우,,,,전체관람가,20141968.0,(주)아이코닉스,8.81
20150565,스포트라이트,2016-02-24,269287,Spotlight,128,미국,드라마,스릴러,토마스 맥카시,마이클 키튼,마크 러팔로,레이첼 맥아담스,15세이상관람가,20122837.0,(주)팝엔터테인먼트,8.92
20150564,혼숨,2016-10-26,286147,HIDE-AND-NEVER SEEK,88,한국,공포(호러),,이두환,류덕환,조복래,박형서,15세이상관람가,20142929.0,(주)무비스퀘어,6.25
20150562,팬,2015-10-08,180105,PAN,111,미국,판타지,어드벤처,조 라이트,휴 잭맨,가렛 헤드룬드,루니 마라,전체관람가,20100043.0,워너브러더스 코리아(주),8.5
20150523,엑스맨: 아포칼립스,2016-05-25,2930866,X-Men: Apocalypse,145,미국,액션,어드벤처,브라이언 싱어,제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,12세이상관람가,20100041.0,이십세기폭스코리아(주),8.24
20150501,극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,532699,Yokai Watch: Tanjo no himitsuda nyan,96,일본,애니메이션,,타카하시 시게하루,,,,전체관람가,20110854.0,(주)씨제이이엔엠,8.76
20150461,스티브 잡스,2016-01-21,42317,Steve Jobs,122,미국,드라마,,대니 보일,마이클 패스벤더,케이트 윈슬렛,세스 로건,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.8
20150385,닌자터틀 : 어둠의 히어로,2016-06-16,231051,Teenage Mutant Ninja Turtles : Out Of The Shadow,112,미국,액션,어드벤처,데이브 그린,메간 폭스,스티븐 아멜,로라 린니,12세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,7.91
20150203,나우 유 씨 미 2,2016-07-13,3096296,Now You See Me 2,129,미국,범죄,액션,존 추,제시 아이젠버그,마크 러팔로,우디 해럴슨,12세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,8.53
20150025,내부자들: 디 오리지널,2015-12-31,2070126,Inside Men: The Original,180,한국,범죄,드라마,우민호,신지수,이병헌,조승우,청소년관람불가,20157297.0,(유)내부자들 문화전문회사,9.09
20150024,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016-01-07,169822,Crayon Shin-Chan: My Moving Story! Cactus Large Attack!,103,일본,애니메이션,,하시모토 마사카즈,,,,전체관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),8.75
20149984,컬러풀 웨딩즈,2014-10-16,187433,Serial Bad Weddings,96,프랑스,코미디,,필립 드 쇼브홍,프레데릭 벨,엘로디 퐁탕,크리스티앙 클라비에,12세이상관람가,20142048.0,(주)이수C&E,8.58
20149978,비행기 2: 소방구조대,2014-08-13,310008,Planes: Fire & Rescue,83,미국,애니메이션,어드벤처,로버츠 개너웨이,데인 쿡,에드 해리스,줄리 보웬,전체관람가,20125636.0,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),8.07
20149961,미안해 사랑해 고마워,2015-10-28,36065,Summer Snow,114,한국,드라마,,전윤수,지진희,김성균,성유리,15세이상관람가,20111091.0,타임박스엔터테인먼트(주),7.82
20149951,빅 히어로,2015-01-21,2700367,Big Hero 6,107,미국,애니메이션,액션,돈 홀,라이언 포터,스콧 애짓,다니엘 헤니,전체관람가,20060452.0,월트디즈니컴퍼니코리아(주),9.29
20149948,언브로큰,2015-01-07,202647,Unbroken,137,미국,액션,드라마,안젤리나 졸리,잭 오코넬,도널 글리슨,가렛 헤드룬드,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),
20149931,인보카머스,2014-08-21,47267,Deliver Us From Evil,118,미국,공포(호러),,스콧 데릭슨,에릭 바나,에드가 라미레즈,올리비아 문,청소년관람불가,20125636.0,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),7.19
20149930,스텝 업: 올 인,2014-09-03,559754,Step Up: All In,111,미국,드라마,멜로/로맨스,트리시 시에,라이언 구즈만,브리아나 에비건,애덤 G. 세바니,12세이상관람가,20101104.0,(주)나이너스엔터테인먼트,8.3
20149859,마다가스카의 펭귄,2014-12-31,1646782,The Penguins of Madagascar,91,미국,애니메이션,코미디,에릭 다넬,베네딕트 컴버배치,존 말코비치,톰 맥그라스,전체관람가,20110854.0,(주)씨제이이엔엠,8.67
20149846,"안녕, 헤이즐",2014-08-13,744512,The Fault In Our Stars,125,미국,드라마,멜로/로맨스,조쉬 분,쉐일린 우들리,안셀 엘고트,냇 울프,12세이상관람가,20100041.0,이십세기폭스코리아(주),8.48
20149831,더 퍼지 : 거리의 반란,2014-08-27,50280,The Purge: Anarchy,103,미국,공포(호러),스릴러,제임스 드모나코,프랭크 그릴로,자크 길포드,키엘 산체스,청소년관람불가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.5
20149818,익스펜더블 3,2014-08-20,149336,The Expendables 3,126,미국,액션,어드벤처,패트릭 휴즈,실베스터 스탤론,제이슨 스타뎀,안토니오 반데라스,15세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,8.18
20149811,인투 더 스톰,2014-08-28,2067173,Into the Storm,89,미국,액션,스릴러,스티븐 쿼일,리차드 아미티지,사라 웨인 콜리스,제레미 섬터,12세이상관람가,20100043.0,워너브러더스 코리아(주),
20149758,터키,2014-07-31,103859,Free Birds,91,미국,애니메이션,코미디,지미 헤이워드,우디 해럴슨,오웬 윌슨,,전체관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,7.98
20149570,조선명탐정 : 사라진 놉의 딸,2015-02-11,3867209,Detective K : Secret of the Lost Island,124,한국,사극,코미디,김석윤,김명민,오달수,이연희,12세이상관람가,20100187.0,청년필름(주),8.07
20149569,악의 연대기,2015-05-14,2184571,The Chronicles of Evil,102,한국,스릴러,,백운학,손현주,마동석,최다니엘,15세이상관람가,20138935.0,(주)비에이엔터테인먼트,8.22
20149568,허큘리스,2014-08-06,69252,Hercules,98,미국,액션,어드벤처,브렛 래트너,드웨인 존슨,존 허트,이안 맥쉐인,15세이상관람가,20100043.0,워너브러더스 코리아(주),7.2
20149567,명탐정 코난 : 이차원의 저격수,2014-08-06,349986,Detective Conan : Dimensional Sniper,110,일본,애니메이션,스릴러,시즈노 코분,,,,12세이상관람가,20110854.0,(주)씨제이이엔엠,8.65
20149401,스폰지밥 3D,2015-02-18,295863,The SpongeBob Movie: Sponge Out of Water,92,미국,애니메이션,어드벤처,폴 티비트,안토니오 반데라스,클랜시 브라운,톰 케니,전체관람가,20110854.0,(주)씨제이이엔엠,
20149394,주온 : 끝의 시작,2014-07-16,409400,JU-ON : The Beginning of the End,90,일본,공포(호러),,오치아이 마사유키,사사키 노조미,,,15세이상관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),5.36
20149317,가디언즈 오브 갤럭시,2014-07-31,1329992,Guardians of the Galaxy,120,미국,액션,어드벤처,제임스 건,크리스 프랫,조 샐다나,데이브 바티스타,12세이상관람가,20125636.0,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),9.39
20149314,내부자들,2015-11-19,7068121,Inside Men,130,한국,범죄,드라마,우민호,이병헌,조승우,백윤식,청소년관람불가,20157297.0,(유)내부자들 문화전문회사,9.06
20149313,드래프트 데이,2014-07-10,6567,Draft Day,109,미국,드라마,,이반 라이트만,케빈 코스트너,제니퍼 가너,,12세이상관람가,20139135.0,(주)영화사 빅,8.18
20149288,더 시그널,2014-07-09,101919,The Signal,94,미국,SF,액션,윌리엄 유뱅크,브렌튼 스웨이츠,로렌스 피쉬번,,12세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,6.54
20149287,덤 앤 더머 투,2014-11-27,181132,Dumb and Dumber To,108,미국,코미디,,바비 패럴리,짐 캐리,토미 스나이더,제프 다니엘스,15세이상관람가,20121879.0,씨네그루(주)다우기술,7.2
20149271,나쁜 이웃들 ,2014-07-03,40674,Bad Neighbours,96,미국,코미디,,니콜라스 스톨러,세스 로건,로즈 번,잭 에프런,청소년관람불가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),6.0
20149266,차이나타운,2015-04-29,1466767,Coin Locker Girl,109,한국,범죄,드라마,한준희,김혜수,김고은,엄태구,청소년관람불가,20061932.0,폴룩스픽쳐스(주),7.57
20149265,기술자들,2014-12-24,2559322,The Con Artists,116,한국,범죄,액션,김홍선,김우빈,김영철,고창석,15세이상관람가,20122965.0,(주)트리니티엔터테인먼트,7.91
20149257,설계,2014-09-18,31235,,98,한국,스릴러,,박창진,오상철,신은경,오인혜,청소년관람불가,20141748.0,(주)율,5.9
20149140,브릭 맨션: 통제불능 범죄구역,2014-08-27,66054,Brick Mansions,90,프랑스,액션,범죄,카밀 들라마레,폴 워커,데이빗 벨,,15세이상관람가,20121879.0,씨네그루(주)다우기술,7.89
20149125,천국에 다녀온 소년,2014-06-12,38045,Heaven Is for Real,99,미국,드라마,,랜달 월러스,그렉 키니어,켈리 라일리,코너 코롬,전체관람가,20125636.0,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),8.26
20149120,인터스텔라,2014-11-06,10325640,Interstellar,169,미국,SF,,크리스토퍼 놀란,매튜 매커너히,앤 해서웨이,마이클 케인,12세이상관람가,20100043.0,워너브러더스 코리아(주),9.12
20149062,연애의 맛,2015-05-07,212691,Love Clinic,101,한국,멜로/로맨스,코미디,김아론,오지호,주병하,최령,청소년관람불가,20140522.0,(주)청우필름,7.88
20149037,주피터 어센딩,2015-02-05,305449,Jupiter Ascending,127,미국,SF,액션,라나 워쇼스키,밀라 쿠니스,채닝 테이텀,숀 빈,12세이상관람가,20100043.0,워너브러더스 코리아(주),6.58
20148973,혹성탈출: 반격의 서막,2014-07-10,4001487,Dawn of the Planet of the Apes,130,미국,액션,드라마,맷 리브스,앤디 서키스,게리 올드만,제이슨 클락,12세이상관람가,20100041.0,이십세기폭스코리아(주),8.43
20148927,맨홀,2014-10-08,107544,Manhole,100,한국,공포(호러),스릴러,신재영,정경호,정유미,김새론,청소년관람불가,20100411.0,(주)화인웍스,6.03
20148855,극비수사,2015-06-18,2856033,The Classified File,107,한국,드라마,범죄,곽경택,김윤석,유해진,송영창,15세이상관람가,2013214.0,(주)제이콘컴퍼니,8.35
20148851,암살,2015-07-22,12692012,Assassination,139,한국,액션,드라마,최동훈,전지현,이정재,하정우,15세이상관람가,20062083.0,(주)케이퍼필름,9.1
20148847,밀리언 웨이즈,2014-06-12,17363,A Million Ways to Die in the West,116,미국,코미디,,세스 맥팔레인,세스 맥팔레인,샤를리즈 테론,아만다 사이프리드,청소년관람불가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),6.27
20148846,사도,2015-09-16,6229050,The Throne,125,한국,사극,,이준익,송강호,유아인,문근영,12세이상관람가,20100239.0,(주)타이거픽쳐스,8.49
20148845,스물,2015-03-25,3031466,Twenty,115,한국,코미디,드라마,이병헌,김우빈,이준호,강하늘,15세이상관람가,20154488.0,(주)영화나무,8.61
20148844,손님,2015-07-09,826083,The Piper,107,한국,판타지,공포(호러),김광태,도기범,류승룡,이성민,15세이상관람가,20100346.0,(주)유비유필름,6.86
20148842,우리는 형제입니다,2014-10-23,964549,We Are Brothers,101,한국,코미디,드라마,장진,김성균,조진웅,윤진이,12세이상관람가,20100541.0,필름있수다,7.66
20148841,헬머니,2015-03-05,522130,Granny's Got Talent,108,한국,코미디,,신한솔,김수미,정만식,김정태,청소년관람불가,20100938.0,(주)전망좋은 영화사,7.52
20148829,가구야공주 이야기,2014-06-04,11996,The Tale of Princess Kaguya,137,일본,애니메이션,드라마,다카하타 이사오,,,,전체관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,7.9
20148807,엣지 오브 투모로우,2014-06-04,4695934,Edge of Tomorrow,113,미국,액션,SF,더그 라이만,톰 크루즈,에밀리 블런트,빌 팩스톤,12세이상관람가,20100043.0,워너브러더스 코리아(주),8.74
20148795,미녀와 야수,2014-06-18,310961,Beauty And The Beast,113,프랑스,판타지,멜로/로맨스,크리스토프 갱스,레아 세이두,뱅상 카셀,,전체관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),8.99
20148745,좋은 친구들,2014-07-10,406034,Confession,114,한국,범죄,드라마,이도윤,한도진,지성,주지훈,청소년관람불가,20100410.0,오퍼스픽쳐스(유),7.49
20148686,오큘러스,2014-05-29,274936,Oculus,102,미국,미스터리,공포(호러),마이크 플래너건,카렌 길런,브렌튼 스웨이츠,케이티 색호프,15세이상관람가,20121879.0,씨네그루(주)다우기술,
20148648,극장판 루팡 3세 VS 명탐정 코난,2014-05-29,223853,Lupin The 3rd VS Detective Conan The Movie,107,일본,애니메이션,,카메가키 하지메,강수진,김선혜,,12세이상관람가,20110854.0,(주)씨제이이엔엠,8.51
20148629,엠파이어 스테이트,2014-05-08,4538,Empire State,93,미국,액션,,디토 몬티엘,리암 헴스워스,드웨인 존슨,엠마 로버츠,청소년관람불가,2013216.0,(주)박수엔터테인먼트,4.0
20148626,나의 독재자,2014-10-30,382500,My Dictator,127,한국,드라마,,이해준,설경구,박해일,윤제문,15세이상관람가,20100432.0,반짝반짝영화사(주),7.39
20148553,내 심장을 쏴라,2015-01-28,371780,Shoot Me in the Heart,101,한국,드라마,,문제용,이민기,여진구,유오성,15세이상관람가,20100128.0,(주)주피터필름,8.0
20148493,어벤져스: 에이지 오브 울트론,2015-04-23,10501765,The Avengers: Age of Ultron,141,미국,액션,어드벤처,조스 웨던,로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,12세이상관람가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,8.59
20148461,살인의뢰,2015-03-12,855080,The Deal,102,한국,범죄,스릴러,손용호,김상경,김성균,박성웅,청소년관람불가,20126335.0,(주)미인픽쳐스,7.03
20148383,말레피센트,2014-05-29,1395144,Maleficent,97,미국,액션,어드벤처,로버트 스트롬버그,안젤리나 졸리,엘르 패닝,,12세이상관람가,20125636.0,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),8.51
20148277,몬스터 왕국,2014-05-01,35549,Beyond Beyond,78,스웨덴,애니메이션,어드벤처,에스벤 토프트 야콥슨,김준호,,,전체관람가,20114672.0,씨너스엔터테인먼트(주),6.88
20148232,니드 포 스피드,2014-04-16,102792,Need for Speed,130,미국,액션,범죄,스캇 워프,아론 폴,도미닉 쿠퍼,이모겐 푸츠,15세이상관람가,20125636.0,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),8.16
20148188,쎄시봉,2015-02-05,1693215,C'est Si Bon,122,한국,멜로/로맨스,코미디,김현석,김윤석,정우,한효주,15세이상관람가,20101112.0,유한회사 제이필름,7.95
20148168,아바타 정글의 비밀,2014-03-27,10898,Jungle Master,82,중국,애니메이션,액션,슈커,이장원,김하영,,전체관람가,20122837.0,(주)팝엔터테인먼트,6.62
20148132,닌자터틀,2014-08-28,399083,Teenage Mutant Ninja Turtles,101,미국,액션,어드벤처,조나단 리브스만,메간 폭스,윌리엄 피츠너,앨런 리치슨,12세이상관람가,20110854.0,(주)씨제이이엔엠,
20148048,베테랑,2015-08-05,13397762,Veteran,123,한국,액션,드라마,류승완,황정민,유아인,유해진,15세이상관람가,20100374.0,(주)외유내강,9.24
20147971,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,2014-04-03,47476,Crayon Shin-chan: Baka-uma! B-kyu Gourmet Survival!!,95,일본,애니메이션,,하시모토 마사카즈,박영남,오세홍,,전체관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,8.29
20147968,선 오브 갓,2014-04-10,323443,Son Of God,137,미국,드라마,,크리스토퍼 스펜서,디오고 모르가도,세바스찬 냅,다윈 쇼,12세이상관람가,20125875.0,(주)프레인글로벌,8.43
20147953,론 서바이버 ,2014-04-02,189397,Lone Survivor,121,미국,액션,드라마,피터 버그,마크 월버그,제리 페라라,테일러 키취,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),4.55
20147947,워킹걸,2015-01-07,108449,Casa Amor; Exclusive for Ladies,111,한국,코미디,멜로/로맨스,정범식,조여정,클라라,김태우,청소년관람불가,20063279.0,(주)홍필름,6.98
20147931,소녀괴담,2014-07-02,479275,Mourning Grave,90,한국,미스터리,공포(호러),오인천,강하늘,김소은,김정태,15세이상관람가,20123795.0,(주)고스트픽처스,3.41
20147930,나의 사랑 나의 신부,2014-10-08,2135878,"My Love, My Bride",111,한국,멜로/로맨스,코미디,임찬상,조정석,신민아,윤정희,15세이상관람가,20137195.0,(주)필름모멘텀,8.39
20147928,터널 3D,2014-08-20,69457,Tunnel 3D,86,한국,공포(호러),스릴러,박규택,정유미,연우진,송재림,15세이상관람가,20100310.0,(주)필마픽쳐스 ,5.99
20147900,드래곤 기사단,2014-05-01,9160,The Heart of the Oak,70,스페인,애니메이션,판타지,앵겔 이즈퀴에르도,,,,전체관람가,20139135.0,(주)영화사 빅,4.9
20147874,고질라,2014-05-15,709225,Godzilla,122,미국,액션,SF,가렛 에드워즈,애론 테일러 존슨,브라이언 크랜스톤,엘리자베스 올슨,12세이상관람가,20100043.0,워너브러더스 코리아(주),7.04
20147872,프라이버시,2014-03-20,14354,Closed Circuit,96,영국,스릴러,,존 크로울리,에릭 바나,레베카 홀,짐 브로드벤트,15세이상관람가,20122471.0,(주)인벤트스톤,7.37
20147790,캡틴 아메리카: 윈터 솔져,2014-03-26,3959198,Captain America: The Winter Soldier,135,미국,액션,어드벤처,조 루소,크리스 에반스,스칼렛 요한슨,사무엘 L. 잭슨,15세이상관람가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,8.83
